"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"53435","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","paraluiscuniculi"
"399320","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",""
"1131703","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","globosa"
"1131707","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","pleomorpha"
"273376","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","coccoides"
"154","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","thermophila"
"46355","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","africana"
"55206","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sediminispirochaeta","smaragdinae"
"1307761","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira","pacifica"
"64895","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella",""
"29518","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","afzelii"
"139","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","burgdorferi"
"62088","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","valaisiana"
"64897","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","bissettii"
"664662","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","bavariensis"
"29519","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","garinii"
"138","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia",""
"140","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","hermsii"
"47466","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","miyamotoi"
"141","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","parkeri"
"40834","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","duttonii"
"44449","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","recurrentis"
"142","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","turicatae"
"29521","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira",""
"52584","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","pilosicoli"
"84378","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","murdochii"
"84377","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","intermedia"
"159","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","hyodysenteriae"
"171","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira",""
"173","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","interrogans"
"172","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","biflexa"
"28452","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","alstonii"
"174","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","borgpetersenii"
"28183","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","santarosai"
"29510","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Turneriella","parva"
"2420","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho",""
"2421","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","africanus"
"46541","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","melanesiensis"
"2422","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium",""
"2424","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","nodosum"
"93466","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","pennivorans"
